Date,Open,High,Low,Close,Adj Close,Volume
2021-03-24,365.940002,367.359985,350.079987,352.109985,351.635162,10445515
2021-03-25,353.799988,353.799988,341.000000,344.369995,343.905609,10838460
2021-03-26,350.000000,354.000000,343.660004,349.480011,349.008728,8880665
2021-03-30,348.079987,354.799988,348.079987,351.049988,350.576599,7365165
2021-03-31,351.739990,354.989990,347.000000,351.399994,350.926147,5430005
2021-04-01,352.000000,355.890015,350.000000,350.350006,349.877563,4724735
2021-04-05,345.200012,347.589996,335.480011,340.529999,340.070801,8114150
2021-04-06,340.529999,343.799988,336.600006,337.709991,337.254578,5058525
2021-04-07,336.839996,344.279999,334.600006,341.799988,341.339081,7335430
2021-04-08,339.760010,347.839996,336.000000,345.279999,344.814392,9702175
2021-04-09,346.000000,350.739990,343.000000,346.179993,345.713165,6254115
2021-04-12,336.040009,339.540009,314.690002,316.399994,315.973328,14036295
2021-04-13,316.410004,324.600006,316.410004,322.329987,321.895325,6131320
2021-04-15,318.420013,326.579987,317.799988,321.619995,321.186279,5790815
2021-04-16,322.200012,327.619995,321.200012,325.489990,325.051056,4840415
2021-04-19,310.000000,324.000000,310.000000,322.540009,322.105072,5966190
2021-04-20,323.200012,329.790009,323.200012,328.010010,327.567688,5716145
2021-04-22,322.799988,336.200012,322.799988,334.609985,334.158752,4942510
2021-04-23,334.000000,343.579987,332.200012,342.399994,341.938263,8147370
2021-04-26,344.380005,347.850006,343.600006,346.170013,345.703217,3958795
2021-04-27,346.000000,360.519989,342.929993,358.640015,358.156403,11298835
2021-04-28,360.000000,363.600006,355.000000,359.170013,358.685669,7690145
2021-04-29,360.200012,363.600006,353.059998,358.510010,358.026550,6060475
2021-04-30,356.980011,361.829987,351.549988,358.279999,357.796875,3783275
2021-05-03,352.200012,356.390015,350.600006,353.109985,352.633820,3866580
2021-05-04,357.000000,357.809998,352.200012,354.040009,353.562592,2930215
2021-05-05,355.000000,356.589996,343.000000,344.730011,344.265137,6078590
2021-05-06,347.100006,348.799988,343.209991,345.040009,344.574738,2386180
2021-05-07,340.000000,341.970001,336.299988,338.679993,338.223297,4155495
2021-05-10,340.000000,351.500000,338.190002,349.730011,349.258392,5144555
2021-05-11,345.000000,360.079987,344.609985,358.459991,357.976624,6486335
2021-05-12,359.799988,365.799988,346.559998,349.320007,348.848938,8139435
2021-05-14,352.000000,354.799988,346.000000,349.529999,349.058655,5857255
2021-05-17,352.630005,356.200012,348.600006,352.420013,351.944763,3874060
2021-05-18,356.000000,368.549988,354.049988,367.010010,366.515106,9526800
2021-05-19,368.799988,376.989990,368.000000,371.619995,371.118866,10493850
2021-05-20,372.399994,374.079987,364.559998,371.130005,370.629547,4799150
2021-05-21,372.000000,378.940002,370.010010,372.399994,371.897827,6000765
2021-05-24,374.000000,380.559998,373.480011,376.899994,376.391754,6355885
2021-05-25,380.299988,382.799988,378.000000,381.589996,381.075409,4947580
2021-05-26,384.000000,386.010010,377.600006,378.809998,378.299164,4613785
2021-05-27,380.000000,388.230011,375.200012,385.670013,385.149933,11421490
2021-05-28,385.600006,385.670013,377.769989,379.250000,378.738586,3356385
2021-05-31,381.970001,383.799988,379.429993,380.640015,380.126709,2485790
2021-06-01,382.359985,384.529999,377.600006,378.920013,378.409027,2098710
2021-06-02,379.989990,385.500000,379.049988,383.589996,383.072723,2883775
2021-06-03,385.600006,389.720001,383.200012,384.359985,383.841675,2749735
2021-06-04,387.399994,387.399994,382.709991,384.339996,383.821716,1798105
2021-06-07,387.799988,422.769989,385.339996,418.959991,418.395020,30720335
2021-06-08,426.190002,436.799988,424.399994,428.970001,428.391541,32451425
2021-06-09,432.000000,432.600006,412.000000,414.239990,413.681396,11678705
2021-06-10,418.700012,424.200012,410.329987,421.269989,420.701904,8977510
2021-06-11,423.000000,426.399994,416.200012,418.750000,418.185303,4220295
2021-06-14,417.989990,418.399994,405.000000,412.880005,412.323242,5011980
2021-06-15,414.200012,427.970001,412.399994,419.589996,419.024170,9562490
2021-06-16,421.890015,424.390015,415.059998,417.989990,417.426331,4284715
2021-06-17,414.000000,417.790009,407.279999,410.079987,409.527008,3771420
2021-06-18,414.049988,414.049988,395.730011,402.339996,401.797455,6521685
2021-06-21,400.000000,418.750000,396.230011,415.369995,414.809875,8466300
2021-06-22,420.000000,425.670013,415.000000,416.600006,416.038208,6428745
2021-06-23,420.399994,422.279999,414.399994,415.649994,415.089478,4048120
2021-06-24,419.600006,419.600006,413.200012,414.589996,414.030914,2707570
2021-06-25,416.869995,417.700012,410.619995,413.769989,413.212036,2379110
2021-06-28,416.799988,422.489990,413.679993,415.549988,414.989624,3538660
2021-06-29,418.399994,425.380005,413.010010,416.369995,415.808533,8367385
2021-06-30,412.109985,420.750000,404.290009,406.769989,406.221466,12814570
2021-07-01,409.559998,411.769989,406.059998,406.959991,406.411194,3754990
2021-07-02,409.600006,413.790009,407.399994,412.109985,411.554260,2610295
2021-07-05,416.799988,439.000000,413.630005,434.720001,434.133789,15752915
2021-07-06,440.000000,444.399994,432.000000,433.779999,433.195038,19202485
2021-07-07,433.779999,439.799988,432.070007,437.690002,437.099792,5026855
2021-07-08,439.000000,449.600006,437.000000,438.779999,438.188293,13226030
2021-07-09,438.779999,444.799988,433.690002,441.850006,441.254181,7415555
2021-07-12,445.790009,454.380005,443.450012,452.579987,451.969696,10442855
2021-07-13,454.600006,456.790009,451.230011,454.890015,454.276611,8587235
2021-07-14,456.380005,456.380005,449.109985,453.279999,452.668762,3411760
2021-07-15,453.279999,459.420013,450.200012,453.660004,453.048248,4459290
2021-07-16,454.799988,491.480011,453.750000,485.329987,484.675507,34640095
2021-07-19,480.980011,491.200012,477.089996,484.899994,484.246094,11797880
2021-07-20,487.200012,495.989990,474.000000,476.130005,475.487946,12440815
2021-07-22,480.799988,483.410004,468.399994,473.029999,472.392120,6746515
2021-07-23,473.980011,476.489990,463.200012,465.070007,464.442871,5243460
2021-07-26,466.899994,473.000000,460.410004,462.660004,462.036102,6531495
2021-07-27,465.589996,469.399994,456.200012,459.109985,458.490875,4632295
2021-07-28,461.000000,463.000000,452.570007,456.730011,456.114105,3579030
2021-07-29,457.559998,468.700012,457.200012,464.220001,463.593994,4462290
2021-07-30,464.799988,472.399994,460.000000,466.260010,465.631256,4357415
2021-08-02,493.799988,502.600006,484.470001,493.779999,493.114136,36666555
2021-08-03,496.250000,499.500000,489.000000,493.570007,492.904419,8598145
2021-08-04,496.000000,507.000000,493.130005,498.230011,497.558136,11512810
2021-08-05,500.200012,504.399994,493.059998,494.579987,493.913055,7075850
2021-08-06,497.000000,500.920013,494.779999,497.519989,496.849091,3553315
2021-08-09,500.079987,536.000000,499.470001,529.640015,528.925781,27172245
2021-08-10,533.000000,545.000000,524.000000,527.919983,527.208069,22718380
2021-08-11,531.390015,534.369995,505.600006,514.450012,513.756287,14865920
2021-08-12,518.789978,545.770020,514.450012,537.960022,537.234558,30341990
2021-08-13,542.859985,542.859985,527.599976,532.140015,531.422424,11688585
2021-08-16,534.760010,534.760010,522.400024,525.919983,525.210754,4956310
2021-08-17,526.000000,539.000000,523.000000,533.919983,533.200012,8253620
2021-08-18,536.549988,550.000000,534.650024,543.809998,543.076660,13629770
2021-08-20,540.000000,542.599976,522.200012,529.260010,528.546326,8280035
2021-08-23,533.000000,536.989990,507.109985,510.820007,510.131165,8559910
2021-08-24,514.000000,522.309998,508.000000,512.960022,512.268311,6996380
2021-08-25,515.380005,530.700012,514.150024,527.299988,526.588928,12582655
2021-08-26,529.590027,532.780029,523.000000,524.340027,523.632935,7009955
2021-08-27,525.000000,531.359985,521.000000,529.739990,529.025635,4466105
2021-08-30,533.599976,542.599976,531.799988,539.549988,538.822388,6642175
2021-08-31,542.200012,551.900024,540.200012,550.400024,549.657837,10251115
2021-09-01,551.000000,553.080017,543.599976,549.250000,548.509338,4574825
2021-09-02,549.200012,571.599976,548.599976,565.989990,565.226746,12314090
2021-09-03,568.799988,579.460022,565.299988,573.979980,573.205994,8757735
2021-09-06,577.119995,608.000000,575.830017,601.679993,600.868652,25302570
2021-09-07,610.000000,661.000000,609.070007,657.380005,656.493530,57776555
2021-09-08,666.000000,684.530029,653.109985,659.280029,658.390991,44363970
2021-09-09,650.000000,671.599976,636.450012,659.000000,658.111328,28326075
2021-09-13,663.000000,690.140015,662.000000,687.150024,686.223389,23892315
2021-09-14,697.400024,751.760010,695.200012,747.690002,746.681763,59109125
2021-09-15,758.799988,787.979980,730.450012,736.450012,735.456909,42781400
2021-09-16,748.960022,759.750000,736.450012,753.940002,752.923340,18011055
2021-09-17,764.000000,803.940002,758.140015,772.679993,771.638062,61620795
2021-09-20,769.760010,769.760010,736.039978,741.580017,740.580017,23477555
2021-09-21,745.729980,769.960022,710.000000,724.909973,724.909973,26517155
2021-09-22,734.799988,750.000000,728.099976,734.260010,734.260010,14540470
2021-09-23,748.799988,751.799988,736.000000,738.809998,738.809998,7153935
2021-09-24,744.000000,747.200012,728.000000,737.849976,737.849976,7698190
2021-09-27,747.020020,773.000000,740.200012,766.979980,766.979980,18612320
2021-09-28,779.000000,795.000000,756.400024,773.119995,773.119995,32886570
2021-09-29,771.780029,771.780029,751.109985,754.030029,754.030029,12895755
2021-09-30,764.000000,776.000000,755.440002,759.700012,759.700012,14624460
2021-10-01,755.400024,764.200012,746.630005,758.719971,758.719971,7999080
2021-10-04,762.520020,812.969971,761.679993,801.780029,801.780029,26394340
2021-10-05,817.000000,841.679993,801.000000,833.219971,833.219971,36846475
2021-10-06,839.799988,902.000000,836.000000,892.669983,892.669983,58581180
2021-10-07,919.599976,953.789978,905.010010,938.179993,938.179993,43227600
2021-10-08,964.799988,992.840027,944.219971,975.309998,975.309998,61367310
2021-10-11,980.979980,985.700012,950.000000,954.510010,954.510010,30074685
2021-10-12,953.000000,975.400024,945.000000,963.450012,963.450012,16397000
2021-10-13,970.200012,992.000000,966.250000,985.760010,985.760010,16210660
2021-10-14,1000.799988,1118.800049,998.000000,1092.709961,1092.709961,71177100
2021-10-18,1118.800049,1193.400024,1115.010010,1175.540039,1175.540039,39694580
2021-10-19,1235.000000,1279.260010,999.210022,1090.969971,1090.969971,74305750
2021-10-20,981.880005,999.960022,875.460022,886.869995,886.869995,98333925
2021-10-21,888.140015,950.000000,882.820007,914.650024,914.650024,46361195
2021-10-22,925.599976,936.000000,890.010010,924.510010,924.510010,28022520
2021-10-25,937.000000,937.000000,792.219971,804.469971,804.469971,38866505
2021-10-26,813.599976,880.000000,810.200012,837.900024,837.900024,41011205
2021-10-27,850.099976,866.960022,806.750000,826.030029,826.030029,26793965
2021-10-28,817.000000,983.000000,810.000000,913.500000,913.500000,59298778
2021-10-29,822.150024,906.450012,639.450012,845.700012,845.700012,82848030
2021-11-01,874.200012,885.000000,809.250000,855.450012,855.450012,29989312
2021-11-02,868.400024,868.799988,844.250000,848.200012,848.200012,9742650
2021-11-03,840.000000,848.900024,815.099976,819.849976,819.849976,10088006
2021-11-04,828.250000,828.250000,820.000000,822.250000,822.250000,2229843
2021-11-08,819.000000,840.000000,779.849976,832.849976,832.849976,11974709
2021-11-09,835.000000,858.000000,834.000000,856.000000,856.000000,9656004
